"V1","Users","Product","Ratings","TimeStamp"
"27629","AWEJZKUA7PKS4","1476776016",4,1373500800
"27630","A35CC2LV7L5GFE","1476776016",4,1361836800
"27634","A10PXQY535XY39","1476776016",3,1362355200
"27636","A1OJHBV5QL2DXJ","1476776016",5,1363392000
"27637","A2J36T6J3GWT6O","1476776016",5,1361836800
"27639","A1JI83RLITTQST","1476776016",5,1364169600
"27642","A39B4H20EJ9PMT","1476776016",3,1362268800
"27643","A6M2QSCUVYEJU","1476776016",4,1361836800
"27646","A1JIZ2Y8VG90AI","1476776016",5,1384473600
"27647","A3B143RS9OTU6F","1476776016",5,1363219200
"27649","A33JTEMYGCO69V","1476776016",4,1367884800
"27652","A2MHRBM9MKRNTN","1476776016",5,1361836800
"27656","A1VOV2KWOAVLAA","1476776016",5,1361923200
"27657","A64NGKLPWCG32","1476776016",4,1364774400
"27661","A1GRVX5Y1L702P","1476776016",3,1369958400
"27662","AZD74VERJY2LP","1476776016",4,1362096000
"27664","A1HTJ9URX28SY4","1476776016",5,1364428800
"27667","AGVIWB7GUWKE0","1476776016",4,1362268800
"27668","AEUQJAEY6HA8F","1476776016",5,1361836800
"27672","A2B1MXB18XYYZ9","1476776016",4,1363564800
"27676","A2MI5ZSQ6IV07M","1476776016",4,1362268800
"27677","AZUK2I9YOOT1Y","1476776016",4,1362009600
"27678","AHBARDTLF35PU","1476776016",3,1361923200
"27681","A2U72WDAUX5CD8","1476776016",5,1361836800
"27683","A29M2V3Z5YIL2Q","1476776016",5,1361836800
"27684","ASLZZ152AHHU3","1476776016",5,1378512000
"27685","A23GHQSCI24QI8","1476776016",5,1362096000
"27686","A3BMLG97SSIKN3","1476776016",5,1362355200
"27687","A1NMUPG3KMWRZM","1476776016",5,1375228800
"27688","A11HGVNM8Q5A2O","1476776016",5,1400976000
"27689","AXM9RSMIEVGKS","1476776016",5,1365206400
"27690","A2ISJ6GF6EGDAT","1476776016",4,1363478400
"27695","A3FQWDNO97VUGG","1476776016",5,1381190400
"27696","A2I9SOM8NW320O","1476776016",5,1361923200
"27698","A299FEAJTBV8NO","1476776016",5,1361923200
"27700","A1CQB4MLPK52SZ","1476776016",5,1361836800
"27701","A3AD2MXB66CYGL","1476776016",5,1398124800
"27702","A142FJF6Z56NYP","1476776016",5,1368489600
"27703","A1ODOV9W7G3GF3","1476776016",4,1371600000
"27705","AHQHUBE9H5TGN","1476776016",5,1364083200
"27706","A9508DHWVHBTN","1476776016",5,1361923200
"27709","A3J6BG42QHFD5T","1476776016",5,1361836800
"27712","A916DXE9W36GF","1476776016",4,1367625600
"27713","A3PATLW8T3PQV7","1476776016",4,1391817600
"27722","A3KBRXW4PKK2MT","1476776016",5,1362182400
"27727","A15WWOTR3FBTD0","1476776016",5,1390694400
"27730","A2A96H9YA1LG7G","1476776016",5,1361836800
"27731","A1KZ6HQPP5S5DN","1476776016",3,1374710400
"27732","A3QLMOH8UIPL74","1476776016",5,1400025600
"27734","A34YRJ0YCUU05L","1476776016",5,1370908800
"27739","AFC97KDPMJHXG","1476776016",5,1361836800
"27743","A320NYVVIZSZGY","1476776016",5,1361923200
"27744","AKF1XBBWAQR6L","1476776016",3,1372291200
"27750","A3QQ3G6YIZKGV","1476776016",5,1365379200
"27751","A5IWXB9M79X30","1476776016",5,1361836800
"27752","A1RM1BXXU6KJPM","1476776016",4,1368316800
"27754","A1C7DFNSXTY09X","1476776016",5,1369526400
"27759","A3EJDCT3TAEC2","1476776016",5,1361836800
"27760","A11WDELD5KF3HP","1476776016",4,1362268800
"27762","A11GG623AD89YT","1476776016",5,1361836800
"27764","A17APVES3TT17Y","1476776016",5,1364601600
"27765","A1K4S4MWXI9E9M","1476776016",4,1361923200
"27766","A7R4EAQ4KHLIY","1476776016",5,1361923200
"27768","A1NJHOGKZZRAX8","1476776016",4,1365811200
"27771","A3C5VDFQ6IE702","1476776016",4,1361836800
"27772","A3KM84RAZA7XXC","1476776016",5,1362614400
"27775","A2H5U8EDKQEFXZ","1476776016",5,1364083200
"27777","A1JKGTL51HHTU1","1476776016",4,1372809600
"27783","A2IEQ2QLPYH8I3","1476776016",3,1362700800
"27788","A26NG8QVBF5527","1476776040",3,1404345600
"27789","A14E7UOXFGLIJN","1476776040",5,1372032000
"27790","A3UV7BV3U6NA57","1476776040",5,1389744000
"27791","AE4H1E8A90ZHT","1476776040",5,1370736000
"27793","A3VB95TK5API9C","1476776040",5,1376179200
"27794","A358GAM1Z9FOC1","1476776040",5,1370822400
"27795","A1PNUOUUJ6AGUJ","1476776040",4,1370995200
"27798","A1GUNBQDH7YE86","1476776040",5,1373932800
"27799","A1LST4I72EIH9P","1476776040",5,1372636800
"27800","A3RINEQ4GDTR55","1476776040",5,1373241600
"27801","A3GV7NR96RJMLK","1476776040",5,1371254400
"27803","A3KN8RX7ZZ1ULZ","1476776040",5,1371081600
"27806","A38GTWP8DC82GT","1476776040",2,1371600000
"27807","ABVXY3D3CCY1Q","1476776040",5,1370995200
"27809","AZHZZONN1SO6P","1476776040",5,1370908800
"27810","A1LO4B7AQJI6V1","1476776040",4,1370908800
"27813","A37J1XCFNH6FM4","1476776040",5,1370908800
"27814","A1JQVAOISRZK3M","1476776040",5,1370822400
"27815","A1JLU5H1CCENWX","1476776040",5,1370736000
"27816","A31VVIXC2P84GG","1476776040",4,1370736000
"27817","A3TOTE4FXWI1LY","1476776040",4,1371340800
"27818","A2Y7HPX4JGE3D0","1476776040",4,1372550400
"27819","A31GMWA73W17SP","1476776040",5,1371254400
"27821","A3HUO6O1NQ5JPA","1476776040",4,1384819200
"27823","ANO600Q3MHQ5P","1476776040",5,1371168000
"27824","A1ANG1191JS7J1","1476776040",4,1376438400
"27828","A2Y3ZGVRA3S23L","1476776040",5,1370822400
"27829","A2Y5EPYINH9A5G","1476776040",3,1371340800
"27830","A23VKINWRY6J92","1476776040",5,1371427200
"27833","AKH906R0Z1PPS","1476776040",5,1384646400
"27839","A1KYXC0UYAK9UC","1476776040",5,1371254400
"27841","A33OM5IX0UBUS7","1476776040",5,1370822400
"27843","A1D427FYPTSWR0","1476776040",4,1371513600
"27844","A132J9IE3OXW7M","1476776040",4,1372032000
"27846","AHZ63RT78P9U6","1476776040",4,1373328000
"27847","A2OBZW6JIRROX6","1476776040",5,1372377600
"27849","A3QU0T2MAJ2VJM","1476776040",4,1372723200
"27854","A1EREL55X7JD56","1476776040",5,1370908800
"27855","A6EAXALXUOFHY","1476776040",5,1370822400
"27857","A1GSPADXH17N25","1476776040",5,1372636800
"27858","AM4XZBQH36O2M","1476776040",4,1371081600
"27859","ALY4MQYVAEE4U","1476776040",5,1370822400
"27861","A2KROI4ILOO4JY","1476776040",5,1370822400
"27862","A143XY6COA69A","1476776040",5,1372982400
"27863","A2RQEIYIOV3QXD","1476776040",5,1370822400
"27864","A7QN3YS1SUO7G","1476776040",5,1370908800
"27866","A185DSX2TJYOEQ","1476776040",3,1371427200
"27868","AFLUSKCVBJ8UG","1476776040",5,1370908800
"27869","AQGUOLZBA6M7V","1476776040",5,1370908800
"27874","A3H1YPKLPLWALL","1476776040",4,1371081600
"27876","AP8UJDH513B7U","1476776040",5,1371945600
"27878","A958LJ1BUJLG5","1476776040",5,1376438400
"27880","A2HJFCZ5YBYEXV","1476776040",5,1382140800
"27881","A2BGLPDRLCCEL2","1476776040",5,1370908800
"27883","A1KWFT7KHKBHIH","1476776040",5,1370995200
"27884","A3PSJMCN64D07I","1476776040",5,1378857600
"27885","A2N0YZV2JT6O72","1476776040",5,1387756800
"27886","AWEJZKUA7PKS4","1476776040",5,1373760000
"27887","A2J7UWRODZ06S9","1476776040",4,1393200000
"27888","A3RKCR4IGPUFL0","1476776040",5,1370908800
"27890","A1OJHBV5QL2DXJ","1476776040",4,1371945600
"27893","A39B4H20EJ9PMT","1476776040",2,1371772800
"27895","A13MGOHY9LV11G","1476776040",4,1371686400
"27897","A33JTEMYGCO69V","1476776040",4,1373241600
"27898","A1IRYXDIFSCSEF","1476776040",4,1370995200
"27904","A1VOV2KWOAVLAA","1476776040",5,1373760000
"27907","A2103X7H4V415L","1476776040",5,1370908800
"27908","A64NGKLPWCG32","1476776040",4,1370908800
"27911","A1SFNAPI9UFL3D","1476776040",4,1370908800
"27913","AZD74VERJY2LP","1476776040",4,1372032000
"27914","A1HTJ9URX28SY4","1476776040",5,1371686400
"27916","A3W2ZUMCYMW6B7","1476776040",4,1372982400
"27917","AGVIWB7GUWKE0","1476776040",4,1372032000
"27920","A3D4Z4MKKR3LZD","1476776040",5,1371340800
"27924","AHBARDTLF35PU","1476776040",3,1370822400
"27927","A2U72WDAUX5CD8","1476776040",5,1370908800
"27930","ASLZZ152AHHU3","1476776040",5,1378512000
"27931","A3BMLG97SSIKN3","1476776040",5,1370822400
"27932","A1NMUPG3KMWRZM","1476776040",5,1375228800
"27933","A11HGVNM8Q5A2O","1476776040",5,1400976000
"27940","A299FEAJTBV8NO","1476776040",5,1373068800
"27942","A1CQB4MLPK52SZ","1476776040",5,1370908800
"27943","A3AD2MXB66CYGL","1476776040",5,1398902400
"27944","A1K8IDNOJ69AE1","1476776040",5,1370822400
"27945","A142FJF6Z56NYP","1476776040",5,1370995200
"27946","A1ODOV9W7G3GF3","1476776040",3,1371600000
"27950","A9508DHWVHBTN","1476776040",5,1370995200
"27952","A3J6BG42QHFD5T","1476776040",5,1370736000
"27953","ADH1DQ8EFBJEO","1476776040",5,1370822400
"27955","A916DXE9W36GF","1476776040",5,1371254400
"27956","A2KZ6WK0HWB2TD","1476776040",4,1371081600
"27957","A3PATLW8T3PQV7","1476776040",5,1390435200
"27960","A16ZTSR8M5J5G2","1476776040",2,1370995200
"27966","A2A96H9YA1LG7G","1476776040",4,1370822400
"27967","A2ZP6ZIEQH9TQY","1476776040",5,1373673600
"27968","A3QLMOH8UIPL74","1476776040",5,1400025600
"27970","A34YRJ0YCUU05L","1476776040",4,1379808000
"27973","AFC97KDPMJHXG","1476776040",5,1370908800
"27974","A3361XGKYF17S3","1476776040",5,1370822400
"27977","A179ZGXWA4RW3Q","1476776040",3,1372550400
"27978","AKF1XBBWAQR6L","1476776040",4,1372377600
"27983","A3QQ3G6YIZKGV","1476776040",5,1370736000
"27984","A5IWXB9M79X30","1476776040",4,1372377600
"27986","A1RM1BXXU6KJPM","1476776040",4,1370908800
"27987","A1C7DFNSXTY09X","1476776040",5,1370908800
"27990","AJF5VC7B07WXM","1476776040",5,1370822400
"27991","A3EJDCT3TAEC2","1476776040",5,1370822400
"27992","A11WDELD5KF3HP","1476776040",5,1371081600
"27993","A11GG623AD89YT","1476776040",5,1370822400
"27995","A19DWIC1T7127Y","1476776040",5,1370908800
"27997","A17APVES3TT17Y","1476776040",5,1371081600
"27998","A7R4EAQ4KHLIY","1476776040",5,1370736000
"27999","A3IWM2EU4BUMSD","1476776040",5,1370822400
"28000","A1NJHOGKZZRAX8","1476776040",1,1370822400
"28002","A3KM84RAZA7XXC","1476776040",4,1370995200
"28005","A2H5U8EDKQEFXZ","1476776040",5,1370908800
"28007","A1GSF5X6ENMGV","1476776040",3,1370908800
"28010","APBF8YPKN9LFL","1476776040",4,1374796800
"28012","A3IQ5HVRNPSB0X","1476783284",5,1381968000
"28014","A3UV7BV3U6NA57","1476783284",5,1383264000
"28015","A3VB95TK5API9C","1476783284",5,1381795200
"28018","A1PNUOUUJ6AGUJ","1476783284",5,1381968000
"28019","A2RYT2UPEQXUAV","1476783284",5,1393545600
"28020","A14P4UH613ZFQZ","1476783284",5,1382227200
"28021","A1GUNBQDH7YE86","1476783284",5,1391385600
"28023","A1LST4I72EIH9P","1476783284",5,1382486400
"28024","A3RINEQ4GDTR55","1476783284",5,1383782400
"28025","A1LO4B7AQJI6V1","1476783284",5,1381708800
"28028","A1JQVAOISRZK3M","1476783284",5,1381795200
"28029","A203QQMJRIN721","1476783284",5,1385683200
"28030","A2O4Z88GVCITJY","1476783284",5,1387929600
"28031","A2KAZR7Z01THW8","1476783284",4,1382659200
"28033","A3KCWBZLTGI9NK","1476783284",5,1387411200
"28038","A2Y7HPX4JGE3D0","1476783284",5,1382572800
"28040","A3HUO6O1NQ5JPA","1476783284",4,1389657600
"28046","ANO600Q3MHQ5P","1476783284",5,1385942400
"28047","A3SK6BTH6X3EI3","1476783284",4,1401062400
"28048","A2PMOXCUSGGMX6","1476783284",5,1381708800
"28049","A1H35RNPTPP9RI","1476783284",5,1388275200
"28051","A23VKINWRY6J92","1476783284",5,1381708800
"28052","A30TZBEYTQK723","1476783284",5,1383004800
"28054","AKH906R0Z1PPS","1476783284",5,1383782400
"28055","A2YOFCOEKH3KB","1476783284",5,1398384000
"28057","A33OM5IX0UBUS7","1476783284",5,1390953600
"28058","A27V6NFIQ8XFBW","1476783284",4,1384128000
"28059","A1HXF0IBWTAP84","1476783284",5,1386892800
"28060","A2414AAH5K0H10","1476783284",5,1402358400
"28062","A324QY39RJ9A4T","1476783284",4,1381881600
"28063","A3EI0EW24KBT1J","1476783284",5,1384128000
"28064","A2OBZW6JIRROX6","1476783284",5,1382054400
"28065","A2Q59QS5174NJ1","1476783284",5,1382054400
"28066","A3QU0T2MAJ2VJM","1476783284",5,1383436800
"28070","AM4XZBQH36O2M","1476783284",5,1382054400
"28071","ALY4MQYVAEE4U","1476783284",5,1382227200
"28074","A185DSX2TJYOEQ","1476783284",5,1381795200
"28076","A38KPXZZ1AXYKR","1476783284",5,1383955200
"28080","A3H1YPKLPLWALL","1476783284",5,1383091200
"28083","A2HJFCZ5YBYEXV","1476783284",5,1381881600
"28084","A1KWFT7KHKBHIH","1476783284",5,1390435200
"28085","A1RD05YFMWKM4Y","1476783284",5,1381708800
"28087","A35CC2LV7L5GFE","1476783284",5,1381622400
"28089","A10PXQY535XY39","1476783284",5,1382054400
"28090","A1OJHBV5QL2DXJ","1476783284",5,1382486400
"28091","A2J36T6J3GWT6O","1476783284",5,1381795200
"28094","A6M2QSCUVYEJU","1476783284",5,1381968000
"28096","A33JTEMYGCO69V","1476783284",4,1382054400
"28097","A1IRYXDIFSCSEF","1476783284",5,1381708800
"28101","A28IQRXUU119XR","1476783284",5,1395619200
"28103","A2ORQUJV81OPSC","1476783284",5,1382227200
"28105","A9LO0O8HSMPRZ","1476783284",4,1398643200
"28110","A1SFNAPI9UFL3D","1476783284",5,1395619200
"28114","A3JMD13D2L8LF0","1476783284",5,1396483200
"28117","A3D4Z4MKKR3LZD","1476783284",4,1382486400
"28119","A2MI5ZSQ6IV07M","1476783284",5,1382400000
"28120","A2O4SN56PNX9YL","1476783284",5,1382486400
"28121","A2ZBOGVULTN8AC","1476783284",3,1383091200
"28123","A3DANGFIJBZP20","1476783284",5,1391731200
"28125","A3BMLG97SSIKN3","1476783284",5,1382745600
"28126","AXM9RSMIEVGKS","1476783284",3,1384646400
"28127","A2ISJ6GF6EGDAT","1476783284",5,1383004800
"28129","A31L5PCBT6RSR2","1476783284",5,1386979200
"28132","A3AD2MXB66CYGL","1476783284",5,1381708800
"28133","A1K8IDNOJ69AE1","1476783284",5,1381708800
"28135","A1ODOV9W7G3GF3","1476783284",5,1384905600
"28136","AHQHUBE9H5TGN","1476783284",5,1381708800
"28139","A9508DHWVHBTN","1476783284",5,1381881600
"28140","A3J6BG42QHFD5T","1476783284",5,1381708800
"28143","A2KZ6WK0HWB2TD","1476783284",5,1381968000
"28146","A21HD9GWN5OHDZ","1476783284",5,1381881600
"28149","A16ZTSR8M5J5G2","1476783284",3,1381708800
"28153","A1KZ6HQPP5S5DN","1476783284",4,1383264000
"28154","A2ZP6ZIEQH9TQY","1476783284",5,1388793600
"28158","AKF1XBBWAQR6L","1476783284",5,1381708800
"28160","A3W3XC01BFJJMR","1476783284",5,1381708800
"28162","A5IWXB9M79X30","1476783284",5,1382227200
"28164","A1RM1BXXU6KJPM","1476783284",5,1382054400
"28166","A1C7DFNSXTY09X","1476783284",5,1382140800
"28168","A32ZHWSB4NJINH","1476783284",5,1382054400
"28170","A2TTHQTPYO88EL","1476783284",5,1383264000
"28172","A11GG623AD89YT","1476783284",5,1382659200
"28174","A1K4S4MWXI9E9M","1476783284",5,1382227200
"28178","A3KM84RAZA7XXC","1476783284",5,1383350400
"28181","A1JKGTL51HHTU1","1476783284",5,1382227200
"28257","A3IQ5HVRNPSB0X","1477661875",5,1358380800
"28260","A14E7UOXFGLIJN","1477661875",5,1364688000
"28261","A3VB95TK5API9C","1477661875",5,1392595200
"28263","A1PNUOUUJ6AGUJ","1477661875",2,1346716800
"28272","A27NVXX82H6EUN","1477661875",5,1352160000
"28275","A37J1XCFNH6FM4","1477661875",5,1358208000
"28277","A203QQMJRIN721","1477661875",5,1345248000
"28278","A2O4Z88GVCITJY","1477661875",4,1389484800
"28282","A3HUO6O1NQ5JPA","1477661875",5,1378944000
"28285","A2VHD8U494G5M4","1477661875",5,1346630400
"28287","A2Y3ZGVRA3S23L","1477661875",1,1364688000
"28289","A3SK6BTH6X3EI3","1477661875",5,1363564800
"28293","A2PMOXCUSGGMX6","1477661875",3,1376352000
"28298","A27V6NFIQ8XFBW","1477661875",3,1384560000
"28299","A1MUAEATTGI7G5","1477661875",5,1345420800
"28300","A2414AAH5K0H10","1477661875",4,1400630400
"28301","A324QY39RJ9A4T","1477661875",4,1352246400
"28306","A1MU8E76C6HXW4","1477661875",5,1349913600
"28307","A2KROI4ILOO4JY","1477661875",4,1364083200
"28308","A7QN3YS1SUO7G","1477661875",5,1360108800
"28309","A38I2YE5DPF9PT","1477661875",5,1383868800
"28310","AQGUOLZBA6M7V","1477661875",5,1345593600
"28313","A2BGLPDRLCCEL2","1477661875",2,1346544000
"28314","A2NNKUZDWQ5UGY","1477661875",5,1344643200
"28315","A1RD05YFMWKM4Y","1477661875",5,1360108800
"28318","A5FDYZB6MG2TT","1477661875",5,1375833600
"28319","AUTMCMDU1Y1O7","1477661875",5,1359504000
"28322","A14ZYLW0816G0P","1477661875",5,1384732800
"28324","A3LW8GY42A4URK","1477661875",5,1346716800
"28325","A39B4H20EJ9PMT","1477661875",5,1346544000
"28326","AAWWVH8V7DVX4","1477661875",5,1370390400
"28330","A9LO0O8HSMPRZ","1477661875",5,1361577600
"28333","A64NGKLPWCG32","1477661875",3,1361491200
"28334","A1SFNAPI9UFL3D","1477661875",4,1346284800
"28336","A17OPJ5GTBJVO6","1477661875",5,1358553600
"28338","AWC38PDUZQ8RJ","1477661875",3,1397001600
"28339","A35RCD7ZMLKPYO","1477661875",5,1394150400
"28344","AZUK2I9YOOT1Y","1477661875",5,1344556800
"28345","AHBARDTLF35PU","1477661875",3,1356998400
"28348","A27WSU8CQ502TY","1477661875",5,1370995200
"28349","A2ISJ6GF6EGDAT","1477661875",5,1345852800
"28351","A3AD2MXB66CYGL","1477661875",4,1385856000
"28352","A142FJF6Z56NYP","1477661875",5,1356480000
"28353","A1ODOV9W7G3GF3","1477661875",4,1354924800
"28355","A9508DHWVHBTN","1477661875",5,1345507200
"28357","A3J6BG42QHFD5T","1477661875",5,1349308800
"28358","A31XT9M2AQ772Z","1477661875",5,1385164800
"28359","A3V9JJ9MCZHTMQ","1477661875",5,1401926400
"28360","A1841TMI2HV7BS","1477661875",4,1350172800
"28361","A12G2LI7K2303","1477661875",4,1346284800
"28362","A1DJCR1E71SR2C","1477661875",4,1346284800
"28363","A17F3JQAMH2L1U","1477661875",5,1365984000
"28367","AOGRUTGTRTF97","1477661875",5,1355443200
"28369","A16ZTSR8M5J5G2","1477661875",5,1377216000
"28370","A32CCK9Z1L2JBJ","1477661875",5,1346198400
"28371","A2H418XSATH0K7","1477661875",5,1345334400
"28373","A2A96H9YA1LG7G","1477661875",5,1353974400
"28375","A18O583BFX2LJR","1477661875",4,1377561600
"28376","AKF1XBBWAQR6L","1477661875",4,1370563200
"28382","A32ZHWSB4NJINH","1477661875",5,1345420800
"28383","A11GG623AD89YT","1477661875",5,1346371200
"28386","A3IWM2EU4BUMSD","1477661875",5,1398556800
"28389","A3C5VDFQ6IE702","1477661875",5,1344988800
"28390","A1JKGTL51HHTU1","1477661875",5,1345593600
"28483","A3526B1LCK47X9","1477805028",5,1359849600
"28486","A14E7UOXFGLIJN","1477805028",5,1371859200
"28487","A3UV7BV3U6NA57","1477805028",5,1388966400
"28488","AE4H1E8A90ZHT","1477805028",5,1377043200
"28492","A3GV7NR96RJMLK","1477805028",5,1358640000
"28493","A1LST4I72EIH9P","1477805028",5,1377734400
"28494","A1GUNBQDH7YE86","1477805028",5,1356652800
"28495","A27NVXX82H6EUN","1477805028",4,1349136000
"28498","A37J1XCFNH6FM4","1477805028",5,1350777600
"28499","A19UT0OPQCDR8","1477805028",2,1361923200
"28500","A2KAZR7Z01THW8","1477805028",5,1352678400
"28501","A3KCWBZLTGI9NK","1477805028",4,1350432000
"28505","A31GMWA73W17SP","1477805028",3,1377216000
"28511","A2Y3ZGVRA3S23L","1477805028",5,1377043200
"28515","A2PMOXCUSGGMX6","1477805028",3,1377302400
"28518","A23VKINWRY6J92","1477805028",4,1377561600
"28521","A1MUAEATTGI7G5","1477805028",5,1346630400
"28522","A2414AAH5K0H10","1477805028",5,1388707200
"28525","A132J9IE3OXW7M","1477805028",4,1373673600
"28527","A3EI0EW24KBT1J","1477805028",5,1386979200
"28529","A2Q59QS5174NJ1","1477805028",5,1354320000
"28530","A3QU0T2MAJ2VJM","1477805028",4,1384732800
"28531","A6EAXALXUOFHY","1477805028",5,1359504000
"28533","A1GSPADXH17N25","1477805028",5,1358726400
"28534","A1MU8E76C6HXW4","1477805028",5,1349913600
"28536","A143XY6COA69A","1477805028",5,1363651200
"28537","A2RQEIYIOV3QXD","1477805028",5,1346889600
"28538","A7QN3YS1SUO7G","1477805028",5,1348617600
"28539","AGBJLNGU1KNJU","1477805028",5,1370908800
"28542","A3BVZ567DH6SRJ","1477805028",5,1351900800
"28543","AN9O9JE1B8LLO","1477805028",4,1377648000
"28544","A2BGLPDRLCCEL2","1477805028",5,1346716800
"28545","A3PSJMCN64D07I","1477805028",5,1362441600
"28546","A2N0YZV2JT6O72","1477805028",5,1387756800
"28549","AUTMCMDU1Y1O7","1477805028",5,1349049600
"28551","A14ZYLW0816G0P","1477805028",4,1381795200
"28553","A2J36T6J3GWT6O","1477805028",5,1346284800
"28554","A3LW8GY42A4URK","1477805028",5,1353974400
"28556","A1JI83RLITTQST","1477805028",5,1364169600
"28557","A2UQGX6YMQ5BAL","1477805028",4,1389830400
"28558","A39B4H20EJ9PMT","1477805028",5,1346630400
"28561","A1JIZ2Y8VG90AI","1477805028",5,1360800000
"28564","A33JTEMYGCO69V","1477805028",4,1367884800
"28567","A2VRZDJXL8K5ZM","1477805028",4,1346976000
"28570","A1ULRFNOXE2I08","1477805028",5,1377475200
"28571","A29G5X33I71N83","1477805028",5,1356825600
"28576","A9LO0O8HSMPRZ","1477805028",4,1359504000
"28581","A64NGKLPWCG32","1477805028",3,1363564800
"28582","A1SFNAPI9UFL3D","1477805028",3,1357516800
"28583","A21J27Z4G0NZFA","1477805028",5,1359849600
"28585","A1GRVX5Y1L702P","1477805028",2,1373587200
"28586","A17OPJ5GTBJVO6","1477805028",5,1356048000
"28587","AZD74VERJY2LP","1477805028",4,1365206400
"28589","A3AXMI34CKM714","1477805028",4,1370649600
"28590","AWC38PDUZQ8RJ","1477805028",4,1379116800
"28591","A35RCD7ZMLKPYO","1477805028",4,1396569600
"28593","A2M4P4HNWYLJEL","1477805028",5,1396051200
"28595","A535AAXVRE5VM","1477805028",5,1402272000
"28596","AEUQJAEY6HA8F","1477805028",5,1361836800
"28604","A3U41P3MHAEXYU","1477805028",5,1346284800
"28607","A2O4SN56PNX9YL","1477805028",5,1396051200
"28608","AZUK2I9YOOT1Y","1477805028",4,1346371200
"28611","A29M2V3Z5YIL2Q","1477805028",4,1354406400
"28612","A11HGVNM8Q5A2O","1477805028",4,1403222400
"28613","AXM9RSMIEVGKS","1477805028",4,1364083200
"28614","A2ISJ6GF6EGDAT","1477805028",5,1346803200
"28617","A2I9SOM8NW320O","1477805028",5,1353801600
"28619","A299FEAJTBV8NO","1477805028",5,1350777600
"28620","A1OIO7LQZPT7VX","1477805028",5,1370736000
"28622","A3AD2MXB66CYGL","1477805028",4,1385856000
"28623","A1ODOV9W7G3GF3","1477805028",3,1397260800
"28627","A9508DHWVHBTN","1477805028",4,1346025600
"28630","ADH1DQ8EFBJEO","1477805028",5,1386633600
"28631","A3V9JJ9MCZHTMQ","1477805028",5,1380931200
"28632","A2ZJNCM6CKD875","1477805028",5,1364601600
"28633","A1841TMI2HV7BS","1477805028",4,1349654400
"28634","A1DJCR1E71SR2C","1477805028",5,1358467200
"28635","A17F3JQAMH2L1U","1477805028",5,1365984000
"28638","AGCQUDUCJRV0B","1477805028",4,1361664000
"28639","A21HD9GWN5OHDZ","1477805028",5,1390262400
"28642","AOGRUTGTRTF97","1477805028",5,1348876800
"28647","A2H418XSATH0K7","1477805028",5,1346198400
"28650","A2A96H9YA1LG7G","1477805028",4,1365206400
"28651","A3QLMOH8UIPL74","1477805028",5,1398211200
"28656","A3361XGKYF17S3","1477805028",4,1365206400
"28658","A20A8HZX37BOYL","1477805028",3,1369699200
"28659","AHDWNMKWFS4FZ","1477805028",5,1369958400
"28661","A320NYVVIZSZGY","1477805028",5,1350000000
"28665","A1C7DFNSXTY09X","1477805028",5,1370822400
"28667","A32ZHWSB4NJINH","1477805028",5,1346112000
"28668","A3EJDCT3TAEC2","1477805028",4,1376956800
"28669","A11WDELD5KF3HP","1477805028",5,1365984000
"28671","A19DWIC1T7127Y","1477805028",4,1377216000
"28673","A1K4S4MWXI9E9M","1477805028",2,1370649600
"28674","A3IWM2EU4BUMSD","1477805028",5,1383782400
"28675","A1NJHOGKZZRAX8","1477805028",2,1358035200
"28677","A3KM84RAZA7XXC","1477805028",5,1347148800
"28679","A1JKGTL51HHTU1","1477805028",5,1360540800
"28680","A1098Z3D7ENJ2F","1477805028",5,1396224000
"28683","A1TQYAEFWXVJWV","1477805028",5,1378598400
"28684","A3526B1LCK47X9","1477805052",5,1377388800
"28685","A14E7UOXFGLIJN","1477805052",5,1379808000
"28686","A3UV7BV3U6NA57","1477805052",5,1389225600
"28687","AE4H1E8A90ZHT","1477805052",5,1377129600
"28690","A1LST4I72EIH9P","1477805052",5,1378512000
"28693","AZHZZONN1SO6P","1477805052",5,1378166400
"28694","A3GV7NR96RJMLK","1477805052",5,1377043200
"28695","A1GUNBQDH7YE86","1477805052",5,1391385600
"28696","A38GTWP8DC82GT","1477805052",3,1377129600
"28698","A2N0V6GUH28XMN","1477805052",5,1382572800
"28702","A1JQVAOISRZK3M","1477805052",4,1386720000
"28703","A203QQMJRIN721","1477805052",5,1385683200
"28704","A1JLU5H1CCENWX","1477805052",5,1376956800
"28705","A2KAZR7Z01THW8","1477805052",5,1377043200
"28706","A31VVIXC2P84GG","1477805052",5,1377129600
"28708","A3TOTE4FXWI1LY","1477805052",5,1377561600
"28712","ANO600Q3MHQ5P","1477805052",5,1377820800
"28715","A2Y3ZGVRA3S23L","1477805052",5,1377129600
"28717","A23VKINWRY6J92","1477805052",5,1377648000
"28719","A1KYXC0UYAK9UC","1477805052",5,1379116800
"28721","A2414AAH5K0H10","1477805052",5,1388793600
"28723","A132J9IE3OXW7M","1477805052",5,1377043200
"28724","A3EI0EW24KBT1J","1477805052",5,1388016000
"28726","A2Q59QS5174NJ1","1477805052",3,1378771200
"28727","A3QU0T2MAJ2VJM","1477805052",4,1384819200
"28728","A6EAXALXUOFHY","1477805052",5,1377043200
"28731","A1GSPADXH17N25","1477805052",5,1379116800
"28732","ALY4MQYVAEE4U","1477805052",5,1376956800
"28733","A2KROI4ILOO4JY","1477805052",4,1377043200
"28734","A143XY6COA69A","1477805052",5,1377043200
